"GR","NPHI","RHOB","RT","PHIE"
130.29,0.2531,2.328,1.79,0.095489
122.04,0.2529,2.3,1.69,0.1737
125.32,0.2517,2.303,1.66,0.170892
118.56,0.2494,2.311,1.66,0.161087
116.18,0.2429,2.307,1.65,0.180099
125.38,0.2308,2.304,1.72,0.195922
133.21,0.2517,2.312,1.79,0.152557
132.34,0.2501,2.331,1.8,0.101145
133.08,0.2428,2.332,1.81,0.133637
125.53,0.2706,2.379,1.82,0.007692
124.11,0.261,2.375,1.86,0.015092
132.24,0.2467,2.321,1.85,0.147331
112.71,0.2495,2.275,1.83,0.198314
99.68,0.2588,2.271,1.79,0.207018
99.38,0.2865,2.209,1.78,0.250203
99.38,0.2735,2.186,1.77,0.255288
127.47,0.2653,2.191,1.77,0.182999
125.44,0.2939,2.211,1.76,0.195565
120.62,0.2953,2.211,1.76,0.219004
127.87,0.2902,2.2,1.76,0.194502
145.56,0.2843,2.223,1.74,0.059811
135.46,0.2772,2.207,1.72,0.149821
123.65,0.273,2.195,1.68,0.202521
120.81,0.2736,2.199,1.73,0.212016
121.46,0.2738,2.213,1.77,0.20475
125.08,0.2284,2.235,1.82,0.171011
125.53,0.2309,2.239,1.89,0.169849
119.19,0.2455,2.228,1.92,0.199636
115.68,0.2269,2.217,1.96,0.204369
118.31,0.2382,2.211,2.03,0.202648
131.34,0.2464,2.19,2.07,0.161599
146.73,0.235,2.172,2.18,0.046087
135.28,0.2481,2.152,2.21,0.13978
124.08,0.2593,2.134,2.24,0.198365
111.05,0.2733,2.135,2.25,0.236691
113.56,0.2885,2.134,2.19,0.248763
127.03,0.2729,2.133,2.11,0.180027
129.42,0.2418,2.137,2.04,0.15317
114.61,0.2461,2.147,2.01,0.225807
97.84,0.2542,2.186,1.98,0.245187
113.78,0.2985,2.202,2,0.232258
127.26,0.2783,2.211,2.04,0.182588
111.9,0.2567,2.191,2.07,0.216683
125.94,0.2714,2.192,2.1,0.166355
127.17,0.274,2.188,2.1,0.202312
114,0.2846,2.162,2.16,0.237931
114.47,0.3105,2.191,2.15,0.238683
135.5,0.2593,2.207,2.1,0.120741
120.26,0.2507,2.191,2.06,0.198779
128.52,0.2493,2.184,2.11,0.180627
118.96,0.2396,2.178,2.12,0.210357
124.7,0.2473,2.173,2.1,0.184774
132.93,0.2564,2.176,2.1,0.141368
130.1,0.2391,2.179,2.1,0.156211
121.13,0.2588,2.168,2.08,0.198505
127.34,0.2373,2.168,2.12,0.186634
136.51,0.24,2.186,2.1,0.128658
125.15,0.2529,2.202,1.98,0.18266
123.7,0.2315,2.224,1.82,0.177255
118.32,0.2401,2.216,1.71,0.201775
100.8,0.2756,2.247,1.63,0.217228
112,0.278,2.246,1.71,0.21437
118.51,0.2672,2.253,1.75,0.198963
127.47,0.269,2.258,1.82,0.180152
126.57,0.264,2.284,1.93,0.172256
125.16,0.2508,2.274,2.09,0.173723
124.31,0.2412,2.25,2.41,0.180841
115.58,0.2987,2.071,1.88,0.275023
123.94,0.2781,2.071,1.89,0.224187
130.04,0.3002,2.264,1.95,0.068738
136.81,0.3131,2.264,1.76,0.038947
143.02,0.2832,2.264,1.66,0.098022
135.48,0.2521,2.195,1.65,0.164107
129.82,0.2491,2.197,1.69,0.164311
126.58,0.2189,2.223,1.69,0.173399
127.48,0.2158,2.241,1.73,0.167117
142.36,0.2175,2.245,1.73,0.100834
145.93,0.2345,2.242,1.73,0.058481
148.35,0.2362,2.258,1.73,0.031983
136.03,0.2345,2.296,1.76,0.201565
134.53,0.2175,2.287,1.79,0.138588
136.73,0.22,2.283,1.79,0.125299
150.53,0.2614,2.274,1.78,0.030727
147.47,0.2656,2.282,1.78,0.178863
136.75,0.2633,2.303,1.92,0.131077
130.55,0.2405,2.29,1.92,0.155369
124.88,0.2408,2.275,1.98,0.169768
113.61,0.2665,2.278,2.04,0.181946
127.8,0.2691,2.28,2.07,0.169964
130.21,0.271,2.283,2.09,0.1545
127.48,0.2894,2.212,2.09,0.174393
127.47,0.2882,2.212,2.06,0.184898
128.35,0.2585,2.192,2.06,0.184868
129.97,0.2554,2.179,1.97,0.188544
107.99,0.2577,2.16,1.93,0.237549
101.51,0.2796,2.136,1.93,0.263873
99.51,0.2818,2.136,1.72,0.272666
89.75,0.2726,2.079,1.72,0.299186
97.57,0.2634,2.079,1.72,0.292142
91.07,0.2651,2.071,1.6,0.298754
90.9,0.2817,2.071,1.6,0.304507
101.19,0.2833,2.071,1.82,0.296635
85.76,0.2846,2.071,1.92,0.311288
87.32,0.2967,2.071,1.92,0.319913
89.21,0.2979,2.012,3.21,0.33476
120.55,0.2526,2.237,2.89,0.184273
114.72,0.2529,2.251,2.89,0.201674
114.72,0.2501,2.251,2.19,0.200321
121.74,0.2228,2.251,2.19,0.170271
130.98,0.22,2.261,2.19,0.154512
130.98,0.2235,2.261,1.93,0.14952
129.78,0.2581,2.177,1.93,0.186473
129.78,0.2616,2.177,1.93,0.154563
120.52,0.2631,2.192,1.85,0.201597
120.52,0.2779,2.206,1.85,0.216448
124.46,0.2781,2.206,1.92,0.18879
125.14,0.2652,2.181,1.92,0.199736
132.09,0.2639,2.181,1.92,0.173388
132.09,0.2656,2.181,1.96,0.140499
132.09,0.2825,2.244,2,0.167905
118.21,0.283,2.244,2,0.206301
118.21,0.2704,2.301,2.02,0.097011
118.21,0.2691,2.301,2.04,0.103235
137.91,0.2691,2.301,2.04,0.103248
137.91,0.2691,2.265,1.99,0.133197
118.24,0.2691,2.265,1.99,0.199492
118.24,0.2694,2.265,1.99,0.198938
118.24,0.2697,2.176,2.24,0.201842
139.07,0.2738,2.176,2.24,0.114404
139.07,0.3144,2.176,2.24,0.141606
139.07,0.3185,2.105,2.47,0.102244
150.63,0.321,2.105,2.47,0.005945
150.63,0.3454,1.952,2.47,0.005679
122.83,0.2733,2.294,3.08,0.092438
141.39,0.2756,2.294,2.63,0.086164
141.39,0.278,2.258,2.63,0.095439
173.89,0.2635,2.258,2.11,0.001753
173.89,0.2622,2.256,2.11,0.001463
157.07,0.2602,2.256,2.06,0.002464
140.25,0.2407,2.256,2.06,0.116826
140.25,0.2397,2.281,2.03,0.119043
133.28,0.2497,2.281,2,0.153099
133.28,0.2508,2.322,2,0.131345
133.28,0.2511,2.322,2.22,0.130024
111.27,0.2544,2.26,2.22,0.206321
111.27,0.2611,2.197,3.1,0.226921
111.27,0.3236,2.197,3.1,0.140795
110.12,0.278,2.291,1.85,0.092778
139.09,0.2826,2.268,1.85,0.138611
135.56,0.2862,2.295,2.02,0.055676
135.56,0.2768,2.326,2.02,0.034912
130.14,0.266,2.326,1.96,0.056539
125.18,0.2652,2.369,1.96,0.01568
125.18,0.267,2.369,1.96,0.014284
140.23,0.2672,2.377,1.86,0.010538
140.23,0.2506,2.396,1.86,0.012947
135.41,0.2339,2.396,1.86,0.027986
132.11,0.2354,2.347,1.85,0.123856
132.11,0.2498,2.347,1.85,0.062789
136.75,0.2512,2.347,1.88,0.05885
136.75,0.2503,2.336,1.88,0.087102
155.31,0.2417,2.336,1.88,0.129371
155.31,0.2411,2.336,1.92,0.131575
155.31,0.2435,2.322,1.92,0.155539
135.57,0.2446,2.322,1.97,0.152782
135.57,0.2541,2.336,1.97,0.072352
142.55,0.2664,2.336,1.97,0.041441
142.55,0.2637,2.336,1.98,0.046714
142.55,0.2254,2.358,1.98,0.12962
125.16,0.2248,2.358,1.96,0.131164
125.16,0.2569,2.358,1.92,0.032797
137.92,0.2601,2.342,1.92,0.045907
137.92,0.2549,2.342,1.93,0.057988
137.92,0.2496,2.342,1.93,0.074366
130.97,0.2484,2.354,1.93,0.054069
130.97,0.2363,2.354,2.02,0.098608
130.97,0.2357,2.384,2.02,0.037865
130.97,0.2425,2.384,1.96,0.028018
130.97,0.2432,2.384,1.96,0.027169
127.49,0.241,2.343,1.96,0.11205
127.49,0.2201,2.343,1.92,0.162588
125.16,0.2224,2.379,1.92,0.086235
122.83,0.264,2.379,1.94,0.011819
122.83,0.2517,2.379,1.94,0.021738
125.56,0.2452,2.377,1.96,0.030925
128.63,0.2294,2.377,1.99,0.063849
128.63,0.2142,2.377,1.99,0.120328
147.19,0.2174,2.333,1.96,0.17656
147.19,0.2493,2.333,1.96,0.101846
147.19,0.2525,2.324,1.98,0.117102
149.48,0.2523,2.32,1.98,0.131547
149.48,0.2483,2.32,1.98,0.146689
149.48,0.2098,2.375,1.96,0.132725
139.05,0.209,2.375,1.96,0.134059
139.05,0.2389,2.329,1.98,0.153235
137.87,0.2413,2.329,1.98,0.147318
137.87,0.235,2.329,1.98,0.161024
137.87,0.2343,2.343,1.98,0.137024
126.36,0.2361,2.343,1.98,0.131661
126.36,0.2537,2.343,1.95,0.059655
126.36,0.2539,2.333,1.95,0.080712
149.49,0.2392,2.333,1.99,0.144686
149.49,0.2375,2.337,1.98,0.140926
119.37,0.2363,2.337,1.97,0.144128
119.37,0.2381,2.332,1.96,0.149499
125.16,0.2566,2.326,1.99,0.088512
130.96,0.2577,2.326,2.01,0.083854
130.96,0.2497,2.367,2.02,0.034555
131.54,0.244,2.367,2.02,0.044488
132.12,0.2607,2.337,1.99,0.052157
132.12,0.272,2.337,1.99,0.031567
149.52,0.2687,2.35,1.97,0.024741
149.52,0.2264,2.35,1.97,0.142654
149.52,0.226,2.35,1.97,0.14348
142.54,0.2643,2.34,1.98,0.040719
142.54,0.2682,2.34,2.01,0.034262
148.34,0.2443,2.353,2.01,0.067988
148.34,0.2204,2.353,2.01,0.148735
148.34,0.2231,2.35,1.99,0.148863
146.02,0.2491,2.347,1.99,0.065456
146.02,0.2517,2.332,2.04,0.093318
148.33,0.2505,2.353,2.04,0.051046
148.33,0.2388,2.363,1.96,0.064283
148.33,0.2376,2.341,1.96,0.131753
151.84,0.2637,2.336,1.95,0.047119
151.84,0.2897,2.292,1.93,0.011638
149.45,0.2881,2.295,1.9,0.052527
147.17,0.2726,2.321,1.87,0.049323
143.88,0.271,2.321,1.78,0.052965
132.13,0.2584,2.333,1.71,0.065473
132.13,0.2457,2.333,1.71,0.122058
154.17,0.2457,2.312,1.74,0.16917
154.17,0.249,2.316,1.74,0.153906
136.75,0.2523,2.33,1.96,0.096875
136.75,0.2545,2.33,1.96,0.086677
136.75,0.2765,2.34,1.96,0.023485
157.63,0.2787,2.34,1.95,0.021105
157.63,0.2654,2.324,1.95,0.06241
143.69,0.2521,2.324,1.95,0.12002
143.69,0.2521,2.327,1.95,0.108471
140.27,0.2356,2.334,1.95,0.151691
137.91,0.2192,2.334,1.96,0.174166
141.49,0.2204,2.322,1.96,0.185687
137.04,0.2321,2.322,1.95,0.175278
126.77,0.2333,2.321,1.95,0.17512
142.55,0.2323,2.321,1.95,0.176314
142.55,0.2313,2.318,1.95,0.181044
141.39,0.2304,2.317,1.95,0.183078
141.68,0.2213,2.31,1.95,0.196488
143.7,0.2203,2.308,1.98,0.198766
143.7,0.2252,2.308,1.98,0.196199
144.89,0.2731,2.311,1.98,0.064858
144.89,0.2784,2.311,1.91,0.05117
129.8,0.2826,2.345,1.91,0.014558
129.8,0.2831,2.345,1.92,0.014152
133.27,0.2798,2.323,1.92,0.033887
133.27,0.2479,2.323,1.92,0.141304
148.36,0.2453,2.323,1.84,0.149452
148.36,0.2526,2.331,1.84,0.092585
134.41,0.2534,2.331,1.83,0.088935
134.41,0.2524,2.331,1.82,0.093557
136.96,0.2422,2.323,1.82,0.1573
139.09,0.2398,2.323,1.86,0.162295
139.09,0.2261,2.314,1.86,0.189811
135.61,0.2268,2.314,1.86,0.189314
135.61,0.2476,2.314,1.88,0.161774
132.8,0.2497,2.308,1.88,0.168148
130.95,0.2483,2.308,1.96,0.171043
133.76,0.235,2.308,1.96,0.18905
136.74,0.2319,2.308,1.96,0.191692
139.68,0.2148,2.308,1.96,0.201109
142.57,0.2126,2.339,1.96,0.174135
139.74,0.2077,2.339,1.88,0.177258
135.63,0.2096,2.339,1.88,0.176129
135.63,0.2337,2.336,1.88,0.152346
132.16,0.2363,2.336,1.86,0.146585
132.16,0.2373,2.336,1.86,0.14408
142.52,0.2374,2.298,1.84,0.197929
142.52,0.2356,2.298,1.84,0.199289
133.84,0.2176,2.311,1.84,0.197427
125.16,0.2232,2.311,1.87,0.194587
125.16,0.2959,2.311,1.87,0.022762
152.98,0.3033,2.34,1.93,0.010191
152.98,0.3001,2.34,1.93,0.010192
152.98,0.2686,2.34,1.93,0.034041
132.14,0.2641,2.315,1.92,0.087813
132.14,0.2511,2.315,1.92,0.150292
136.17,0.2498,2.304,1.93,0.174955
140.21,0.2494,2.304,1.93,0.175702
140.21,0.2455,2.304,1.93,0.182039
143.12,0.2454,2.308,1.93,0.176352
146.03,0.2484,2.308,1.92,0.170975
146.03,0.2478,2.307,1.91,0.173782
135.58,0.2396,2.307,1.92,0.185617
135.58,0.2392,2.308,1.92,0.184829
135.58,0.244,2.308,1.93,0.178561
133.27,0.2484,2.308,1.95,0.171002
133.27,0.247,2.301,1.95,0.184145
124,0.2294,2.301,1.91,0.200424
124,0.2312,2.284,1.91,0.170814
124,0.2663,2.277,1.9,0.184092
127.49,0.2699,2.277,1.9,0.174239
127.49,0.2669,2.277,1.9,0.175969
125.18,0.2373,2.277,1.92,0.17254
122.86,0.2371,2.258,1.92,0.178052
122.86,0.2641,2.258,1.93,0.187901
140.23,0.2669,2.273,1.93,0.128096
140.23,0.2631,2.283,1.93,0.130818
140.23,0.2256,2.283,1.93,0.123732
121.7,0.224,2.291,1.93,0.170234
121.7,0.2455,2.298,1.94,0.19016
136.75,0.2477,2.316,1.94,0.157936
136.75,0.244,2.316,1.93,0.166177
136.75,0.2077,2.281,1.93,0.126159
120.49,0.2076,2.281,1.96,0.17028
120.49,0.243,2.286,1.99,0.179684
124.91,0.244,2.289,1.99,0.170851
127.47,0.2185,2.289,1.95,0.151
127.47,0.2159,2.306,1.95,0.202395
132.09,0.2159,2.306,1.93,0.202396
132.09,0.2167,2.312,1.92,0.197013
139.07,0.2188,2.312,1.92,0.196047
139.07,0.2386,2.312,1.9,0.180544
136.39,0.2406,2.321,1.9,0.164411
134.44,0.2453,2.321,1.79,0.154103
134.44,0.292,2.298,1.79,0.041019
127.45,0.2939,2.298,1.79,0.037621
127.45,0.2651,2.277,1.77,0.176129
127.52,0.2613,2.267,1.77,0.175648
127.52,0.2525,2.279,1.81,0.171048
126.58,0.2474,2.292,1.81,0.195558
125.18,0.2417,2.292,1.81,0.200983
125.18,0.2412,2.268,1.82,0.17478
135.6,0.2437,2.268,1.82,0.149967
134.67,0.2682,2.279,1.88,0.156645
129.8,0.2695,2.285,1.88,0.161107
129.8,0.2573,2.285,1.9,0.165152
119.38,0.2561,2.316,1.91,0.127836
119.38,0.255,2.316,1.91,0.133197
119.38,0.2447,2.266,1.9,0.186431
128.6,0.2437,2.266,1.9,0.169441
128.6,0.2432,2.257,1.82,0.172447
108.93,0.2385,2.246,1.82,0.207756
108.93,0.238,2.246,1.82,0.208639
100.82,0.2387,2.208,1.5,0.232453
100.82,0.2456,2.208,1.5,0.234171
100.82,0.2465,2.208,1.45,0.236825
82.29,0.2482,2.175,1.45,0.268735
82.29,0.2483,2.175,1.42,0.26833
104.29,0.2466,2.16,1.39,0.249056
104.29,0.2297,2.16,1.42,0.243213
99.67,0.228,2.17,1.45,0.2433
96.18,0.2309,2.181,1.45,0.246548
96.18,0.2338,2.181,1.43,0.245997
88.08,0.2359,2.157,1.43,0.265534
88.08,0.2564,2.157,1.45,0.271327
106.61,0.2585,2.174,1.46,0.240797
106.61,0.2597,2.174,1.46,0.244514
106.61,0.2719,2.174,1.46,0.247021
85.76,0.2731,2.169,1.46,0.275381
85.76,0.2585,2.169,1.46,0.270948
85.77,0.244,2.173,1.5,0.26419
85.77,0.2431,2.173,1.5,0.264861
95.13,0.2342,2.19,1.5,0.245307
101.99,0.2332,2.208,1.5,0.230773
101.99,0.2329,2.208,1.5,0.228504
96.17,0.2326,2.203,1.5,0.239063
96.17,0.2339,2.203,1.49,0.238789
103.16,0.2465,2.167,1.49,0.247488
103.16,0.2477,2.167,1.47,0.248887
103.16,0.2467,2.182,1.47,0.241661
105.46,0.2505,2.182,1.46,0.240796
105.46,0.2761,2.182,1.45,0.246335
95.54,0.2687,2.155,1.45,0.269368
90.38,0.2598,2.155,1.43,0.27134
90.38,0.218,2.182,1.43,0.246689
92.72,0.2179,2.182,1.43,0.243577
92.72,0.2579,2.182,1.39,0.258524
92.71,0.259,2.144,1.39,0.271967
92.71,0.2302,2.144,1.39,0.263133
93.44,0.2348,2.144,1.34,0.26245
93.88,0.2488,2.164,1.34,0.260992
93.88,0.2521,2.164,1.34,0.262126
86.91,0.2533,2.164,1.34,0.271028
86.91,0.252,2.126,1.36,0.282641
95.04,0.2457,2.126,1.38,0.272716
95.04,0.2365,2.149,1.38,0.259973
95.04,0.2433,2.149,1.42,0.261841
90.39,0.246,2.149,1.42,0.268885
90.39,0.2451,2.175,1.48,0.257871
99.69,0.2202,2.175,1.48,0.238883
99.69,0.2188,2.201,1.42,0.230606
94.36,0.2298,2.201,1.42,0.239885
92.73,0.2309,2.201,1.46,0.242481
99.64,0.2314,2.223,1.55,0.226329
107.79,0.2361,2.223,1.56,0.218436
107.79,0.2444,2.223,1.56,0.221038
91.54,0.2715,2.175,1.55,0.268722
91.54,0.2962,2.175,1.56,0.278532
91.54,0.2592,2.199,1.57,0.253418
108.93,0.2408,2.222,1.59,0.219918
108.93,0.226,2.222,1.59,0.214795
103.14,0.2277,2.23,1.6,0.218351
97.35,0.2572,2.23,1.6,0.238345
97.35,0.2556,2.195,1.59,0.246083
92.7,0.2105,2.188,1.6,0.239739
92.7,0.2077,2.195,1.6,0.236091
92.7,0.2264,2.203,1.6,0.238415
108.95,0.2402,2.203,1.59,0.224376
108.95,0.2496,2.215,1.59,0.222664
93.85,0.238,2.189,1.61,0.247501
93.85,0.2226,2.197,1.62,0.237705
93.85,0.2087,2.201,1.63,0.232037
92.73,0.2031,2.211,1.65,0.227937
92.73,0.1954,2.22,1.66,0.221764
92.73,0.1973,2.22,1.67,0.222518
91.54,0.2236,2.204,1.67,0.238939
91.54,0.2292,2.186,1.66,0.246805
91.55,0.2579,2.209,1.66,0.251156
91.56,0.2583,2.217,1.62,0.248996
91.56,0.2331,2.203,1.61,0.24404
91.53,0.2292,2.203,1.59,0.241723
91.53,0.2156,2.192,1.59,0.240371
91.53,0.216,2.186,1.57,0.24247
105.43,0.2341,2.18,1.57,0.234233
105.43,0.2358,2.184,1.57,0.233627
96.6,0.2345,2.171,1.58,0.25027
92.7,0.2371,2.169,1.58,0.256035
87.45,0.2658,2.184,1.59,0.268074
85.73,0.2871,2.18,1.6,0.278383
89.8,0.2843,2.169,1.6,0.27368
93.87,0.2383,2.186,1.67,0.247766
93.87,0.2333,2.199,1.67,0.240964
97.05,0.2303,2.186,1.68,0.24355
91.05,0.2294,2.184,1.69,0.24862
95.25,0.2268,2.231,1.69,0.227049
96.39,0.2291,2.227,1.7,0.228931
99.67,0.2539,2.202,1.7,0.240063
99.67,0.2564,2.202,1.71,0.242299
99.24,0.254,2.208,1.71,0.239679
98.51,0.2304,2.21,1.72,0.232842
101.16,0.228,2.214,1.72,0.22557
103.14,0.23,2.209,1.72,0.225345
94.8,0.2495,2.203,1.72,0.247598
92.73,0.2501,2.203,1.7,0.24797
108.91,0.2353,2.234,1.7,0.210716
106.43,0.227,2.222,1.7,0.216936
96.64,0.2157,2.202,1.7,0.230916
84.17,0.2492,2.194,1.69,0.259467
90.15,0.284,2.196,1.69,0.26586
92.71,0.2824,2.196,1.7,0.262815
97.35,0.267,2.187,1.72,0.256421
94.52,0.2655,2.187,1.72,0.257694
85.76,0.26,2.205,1.8,0.259035
87.47,0.2061,2.205,1.81,0.237264
89.23,0.2006,2.213,1.86,0.229395
93.86,0.2056,2.223,1.86,0.22226
95.03,0.2546,2.219,1.91,0.238862
86.92,0.2595,2.21,1.91,0.254092
86.92,0.2593,2.214,1.91,0.255587
92.74,0.2568,2.221,1.98,0.24558
97.51,0.2565,2.225,1.98,0.236352
118.22,0.2653,2.234,1.98,0.204995
111.65,0.2741,2.234,2,0.222223
99.66,0.2721,2.301,2.01,0.09382
101.66,0.2527,2.301,2.03,0.174908
105.44,0.2513,2.288,1.98,0.195828
106.9,0.2563,2.288,1.96,0.188899
111.23,0.2514,2.264,1.96,0.204201
104.52,0.1983,2.264,1.95,0.193387
95.88,0.1985,2.264,1.95,0.205321
97.96,0.2532,2.254,1.92,0.227351
121.72,0.2588,2.243,1.92,0.191476
121.72,0.261,2.233,1.92,0.191954
101.98,0.283,2.233,1.56,0.22795
101.98,0.2814,2.233,1.56,0.230008
108.94,0.2439,2.211,1.56,0.221598
108.94,0.2399,2.189,1.37,0.228237
104.11,0.2375,2.167,1.37,0.243833
100.84,0.2375,2.145,1.37,0.25532
96.64,0.2401,2.123,1.28,0.268655
91.57,0.2424,2.123,1.28,0.262331
91.57,0.2448,2.123,1.12,0.263372
93.88,0.2669,2.108,1.12,0.281059
88.43,0.2691,2.092,1.09,0.295801
69.52,0.2529,2.077,1.05,0.30229
69.52,0.2367,2.077,1.05,0.307738
95.06,0.2384,2.082,1.09,0.26694
95.06,0.2542,2.087,1.09,0.267728
84.61,0.2524,2.093,1.17,0.286462
84.61,0.2197,2.098,1.17,0.267731
83.44,0.2325,2.103,1.15,0.27291
83.44,0.2369,2.103,1.15,0.286879
80.95,0.2496,2.103,1.14,0.2955
78.82,0.2517,2.106,1.14,0.292291
78.82,0.2514,2.108,1.14,0.290791
97.35,0.2434,2.111,1.12,0.251094
90.98,0.2447,2.114,1.12,0.272901
70.71,0.2661,2.117,1.09,0.304417
70.71,0.2693,2.117,1.09,0.303642
76.49,0.2377,2.117,1.08,0.289378
76.49,0.2351,2.074,1.07,0.29814
76.49,0.2387,2.074,1.07,0.296488
73.02,0.2524,2.076,1.07,0.303052
73.02,0.2654,2.076,1.07,0.311598
71.54,0.2563,2.07,1.07,0.306193
68.4,0.2478,2.07,1.07,0.30951
67.48,0.2558,2.083,1.07,0.309419
66.07,0.2655,2.083,1.09,0.305687
54.34,0.2511,2.076,1.08,0.303482
50.98,0.2309,2.069,1.08,0.303361
73.01,0.2262,2.069,1.08,0.304738
73.01,0.2233,2.096,1.06,0.285969
73.01,0.231,2.096,1.05,0.295622
82.28,0.2416,2.045,1.03,0.30456
82.28,0.2516,2.045,1.03,0.31486
82.28,0.2555,2.046,1.02,0.312302
74.14,0.2367,2.046,1.02,0.306648
74.14,0.2354,2.056,0.97,0.31319
74.14,0.2426,2.08,0.96,0.305183
76.47,0.2495,2.08,0.96,0.302801
76.47,0.2394,2.075,0.95,0.297739
90.43,0.2308,2.075,0.95,0.287144
90.43,0.2316,2.075,0.95,0.286601
90.43,0.247,2.104,0.95,0.284244
85.73,0.2478,2.104,0.97,0.283311
85.73,0.2404,2.066,0.97,0.287537
81.71,0.2382,2.066,0.99,0.304556
78.8,0.224,2.082,1,0.283912
78.8,0.2236,2.086,1.02,0.294102
78.79,0.2334,2.089,1.03,0.287524
78.49,0.2385,2.084,1.05,0.288503
77.61,0.2782,2.09,1.07,0.309099
77.61,0.2782,2.106,1.08,0.309533
84.61,0.2385,2.108,1.08,0.283098
84.61,0.2346,2.11,1.07,0.283449
93.84,0.2362,2.109,1.07,0.265623
93.84,0.2352,2.108,1.07,0.267683
93.84,0.2237,2.106,1.06,0.259059
77.65,0.2234,2.104,1.05,0.279799
77.65,0.2317,2.095,1.04,0.28318
88.08,0.239,2.088,1.03,0.285074
88.08,0.2416,2.068,1.02,0.282458
76.01,0.2611,2.068,1.02,0.306311
71.86,0.2629,2.068,1.02,0.319026
72.38,0.261,2.068,1.02,0.319526
73.02,0.2616,2.065,1.04,0.321352
73.02,0.2691,2.065,1.04,0.319197
82.28,0.2715,2.073,1.05,0.311778
82.28,0.2876,2.069,1.05,0.322589
82.28,0.2862,2.052,1.04,0.32258
69.55,0.2563,2.06,1.04,0.31464
70.8,0.2539,2.085,1.07,0.308494
76.21,0.2598,2.089,1.07,0.303473
75.02,0.2588,2.094,1.08,0.299747
78.15,0.2429,2.094,1.08,0.292555
78.85,0.2457,2.099,1.11,0.286451
79.97,0.2872,2.096,1.11,0.314304
80.65,0.2705,2.086,1.11,0.30027
83.42,0.2215,2.091,1.11,0.274693
81.54,0.2487,2.102,1.13,0.281398
77.66,0.2492,2.102,1.15,0.296354
79.12,0.2464,2.091,1.17,0.292061
79.96,0.2308,2.091,1.2,0.284075
77.65,0.2445,2.143,1.2,0.278583
77.65,0.2524,2.143,1.23,0.27504
79.97,0.249,2.119,1.23,0.281755
79.97,0.2545,2.108,1.25,0.288148
74.17,0.2561,2.096,1.25,0.297479
74.17,0.2438,2.091,1.23,0.305334
90.37,0.2398,2.091,1.23,0.277026
90.37,0.2128,2.091,1.21,0.25772
86.93,0.216,2.056,1.21,0.289523
86.93,0.2739,2.04,1.22,0.320762
92.71,0.2786,2.043,1.22,0.314802
91.73,0.2655,2.045,1.22,0.301408
83.46,0.2602,2.058,1.22,0.312363
83.46,0.2543,2.075,1.17,0.30161
68.34,0.2566,2.075,1.18,0.314124
68.34,0.2569,2.078,1.12,0.312356
82.26,0.2435,2.078,1.1,0.289638
82.26,0.2372,2.046,1.1,0.304725
62.72,0.2517,2.046,1.03,0.314055
59.11,0.2581,2.042,1.02,0.327794
73,0.2542,2.042,1.01,0.316532
73,0.2529,2.062,1.03,0.314429
74.73,0.2446,2.062,1.05,0.303945
76.5,0.2452,2.053,1.07,0.310579
76.78,0.2601,2.053,1.13,0.317545
77.65,0.2672,2.069,1.15,0.315664
78.17,0.2798,2.082,1.2,0.313959
79.96,0.2806,2.081,1.2,0.314455
82.09,0.2762,2.08,1.18,0.301221
86.91,0.2757,2.053,1.18,0.307738
86.92,0.2485,2.028,1.12,0.313343
86.93,0.2214,2.038,1.11,0.28482
77.84,0.2245,2.04,1.07,0.301559
59.09,0.255,2.007,1.05,0.329169
59.09,0.2581,2.069,1.04,0.319323
78.8,0.2594,2.079,1.09,0.311166
78.8,0.2712,2.08,1.14,0.304906
78.79,0.2547,2.114,1.2,0.28335
78.79,0.2317,2.112,1.24,0.280811
68.4,0.2425,2.113,1.4,0.288021
68.4,0.2571,2.149,1.43,0.281303
69.98,0.2403,2.226,1.51,0.251621
70.67,0.2196,2.205,1.51,0.249581
81.61,0.2195,2.199,1.56,0.241065
90.42,0.2414,2.184,1.56,0.240572
98.23,0.2419,2.195,1.59,0.226805
110.12,0.2243,2.247,1.59,0.180401
100.69,0.2217,2.247,1.65,0.212619
79.96,0.223,2.217,1.65,0.238666
82.58,0.2433,2.204,1.65,0.255236
91.55,0.2604,2.166,1.5,0.265028
91.55,0.2689,2.149,1.5,0.275668
77.65,0.2387,2.128,1.45,0.27711
79.15,0.2366,2.114,1.4,0.289223
86.91,0.247,2.102,1.4,0.278396
86.92,0.2399,2.108,1.45,0.27718
86.94,0.2288,2.115,1.45,0.277315
93.12,0.2388,2.112,1.45,0.274192
92.63,0.2486,2.111,1.41,0.267045
92.65,0.2614,2.154,1.37,0.256081
92.8,0.2683,2.154,1.34,0.272292
75.2,0.2773,2.137,1.29,0.297634
77.91,0.2456,2.137,1.23,0.282657
79.99,0.2248,2.105,1.13,0.276808
91.29,0.2817,2.105,1.1,0.293531
87.33,0.2824,2.058,1.03,0.319554
57.95,0.23,2.058,1.02,0.300237
68.31,0.2263,2.063,1.01,0.298159
79.96,0.2314,2.063,1.01,0.295656
67.52,0.2493,2.063,1.02,0.314922
60.25,0.2601,2.071,1.02,0.317594
68.96,0.266,2.071,1.05,0.315556
73.01,0.2671,2.071,1.05,0.315181
71.36,0.2727,2.079,1.16,0.31886
70.7,0.2669,2.079,1.2,0.307279
